block_id,segment_id,division,date,window_start,window_end,available_duration_hrs,block_feasible,blocking_train_ids,generation_basis
BLK-000961,SEG-011,Agra,2024-01-20,00:00,03:43,3.72,1,,Actual timetable interval gap
BLK-000962,SEG-012,Delhi,2024-01-20,00:00,03:43,3.72,1,,Actual timetable interval gap
BLK-000963,SEG-013,Agra,2024-01-20,00:00,03:43,3.72,1,,Actual timetable interval gap
BLK-000964,SEG-014,Delhi,2024-01-20,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-000965,SEG-015,Agra,2024-01-20,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-000966,SEG-016,Delhi,2024-01-20,00:00,03:43,3.72,1,,Actual timetable interval gap
BLK-000967,SEG-017,Agra,2024-01-20,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-000968,SEG-018,Delhi,2024-01-20,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-000969,SEG-019,Agra,2024-01-20,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-000970,SEG-020,Delhi,2024-01-20,00:00,03:43,3.72,1,,Actual timetable interval gap
BLK-000971,SEG-021,Agra,2024-01-20,00:00,03:43,3.72,1,,Actual timetable interval gap
BLK-000972,SEG-022,Delhi,2024-01-20,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-000973,SEG-023,Agra,2024-01-20,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-000974,SEG-024,Delhi,2024-01-20,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-000975,SEG-025,Agra,2024-01-20,00:00,03:43,3.72,1,,Actual timetable interval gap
BLK-000976,SEG-026,Delhi,2024-01-20,00:00,03:43,3.72,1,,Actual timetable interval gap
BLK-000977,SEG-027,Agra,2024-01-20,00:00,03:43,3.72,1,,Actual timetable interval gap
BLK-000978,SEG-028,Delhi,2024-01-20,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-000979,SEG-029,Agra,2024-01-20,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-000980,SEG-030,Delhi,2024-01-20,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-000981,SEG-031,Agra,2024-01-20,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-000982,SEG-032,Delhi,2024-01-20,00:00,03:43,3.72,1,,Actual timetable interval gap
BLK-000983,SEG-033,Agra,2024-01-20,00:00,03:43,3.72,1,,Actual timetable interval gap
BLK-000984,SEG-034,Delhi,2024-01-20,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-000985,SEG-035,Agra,2024-01-20,00:00,03:43,3.72,1,,Actual timetable interval gap
BLK-000986,SEG-036,Delhi,2024-01-20,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-000987,SEG-037,Agra,2024-01-20,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-000988,SEG-038,Delhi,2024-01-20,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-000989,SEG-039,Agra,2024-01-20,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-000990,SEG-040,Delhi,2024-01-20,00:00,03:43,3.72,1,,Actual timetable interval gap
BLK-000991,SEG-041,Agra,2024-01-20,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-000992,SEG-042,Delhi,2024-01-20,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-000993,SEG-043,Agra,2024-01-20,00:00,03:43,3.72,1,,Actual timetable interval gap
BLK-000994,SEG-044,Delhi,2024-01-20,00:00,03:43,3.72,1,,Actual timetable interval gap
BLK-000995,SEG-045,Agra,2024-01-20,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-000996,SEG-046,Delhi,2024-01-20,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-000997,SEG-047,Agra,2024-01-20,00:00,03:43,3.72,1,,Actual timetable interval gap
BLK-000998,SEG-048,Delhi,2024-01-20,00:00,03:43,3.72,1,,Actual timetable interval gap
BLK-000999,SEG-049,Agra,2024-01-20,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001000,SEG-050,Delhi,2024-01-20,00:00,03:43,3.72,1,,Actual timetable interval gap
BLK-001001,SEG-001,Agra,2024-01-21,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001002,SEG-002,Delhi,2024-01-21,00:00,04:38,4.63,1,,Actual timetable interval gap
BLK-001003,SEG-003,Agra,2024-01-21,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001004,SEG-004,Delhi,2024-01-21,00:00,04:38,4.63,1,,Actual timetable interval gap
BLK-001005,SEG-005,Agra,2024-01-21,00:00,04:38,4.63,1,,Actual timetable interval gap
BLK-001006,SEG-006,Delhi,2024-01-21,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001007,SEG-007,Agra,2024-01-21,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001008,SEG-008,Delhi,2024-01-21,00:00,04:38,4.63,1,,Actual timetable interval gap
BLK-001009,SEG-009,Agra,2024-01-21,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001010,SEG-010,Delhi,2024-01-21,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001011,SEG-011,Agra,2024-01-21,00:00,04:38,4.63,1,,Actual timetable interval gap
BLK-001012,SEG-012,Delhi,2024-01-21,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001013,SEG-013,Agra,2024-01-21,00:00,04:38,4.63,1,,Actual timetable interval gap
BLK-001014,SEG-014,Delhi,2024-01-21,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001015,SEG-015,Agra,2024-01-21,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001016,SEG-016,Delhi,2024-01-21,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001017,SEG-017,Agra,2024-01-21,00:00,04:38,4.63,1,,Actual timetable interval gap
BLK-001018,SEG-018,Delhi,2024-01-21,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001019,SEG-019,Agra,2024-01-21,00:00,04:38,4.63,1,,Actual timetable interval gap
BLK-001020,SEG-020,Delhi,2024-01-21,00:00,04:38,4.63,1,,Actual timetable interval gap
BLK-001021,SEG-021,Agra,2024-01-21,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001022,SEG-022,Delhi,2024-01-21,00:00,04:38,4.63,1,,Actual timetable interval gap
BLK-001023,SEG-023,Agra,2024-01-21,00:00,04:38,4.63,1,,Actual timetable interval gap
BLK-001024,SEG-024,Delhi,2024-01-21,00:00,04:38,4.63,1,,Actual timetable interval gap
BLK-001025,SEG-025,Agra,2024-01-21,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001026,SEG-026,Delhi,2024-01-21,00:00,04:38,4.63,1,,Actual timetable interval gap
BLK-001027,SEG-027,Agra,2024-01-21,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001028,SEG-028,Delhi,2024-01-21,00:00,04:38,4.63,1,,Actual timetable interval gap
BLK-001029,SEG-029,Agra,2024-01-21,00:00,04:38,4.63,1,,Actual timetable interval gap
BLK-001030,SEG-030,Delhi,2024-01-21,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001031,SEG-031,Agra,2024-01-21,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001032,SEG-032,Delhi,2024-01-21,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001033,SEG-033,Agra,2024-01-21,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001034,SEG-034,Delhi,2024-01-21,00:00,04:38,4.63,1,,Actual timetable interval gap
BLK-001035,SEG-035,Agra,2024-01-21,00:00,04:38,4.63,1,,Actual timetable interval gap
BLK-001036,SEG-036,Delhi,2024-01-21,00:00,04:38,4.63,1,,Actual timetable interval gap
BLK-001037,SEG-037,Agra,2024-01-21,00:00,04:38,4.63,1,,Actual timetable interval gap
BLK-001038,SEG-038,Delhi,2024-01-21,00:00,04:38,4.63,1,,Actual timetable interval gap
BLK-001039,SEG-039,Agra,2024-01-21,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001040,SEG-040,Delhi,2024-01-21,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001041,SEG-041,Agra,2024-01-21,00:00,04:38,4.63,1,,Actual timetable interval gap
BLK-001042,SEG-042,Delhi,2024-01-21,00:00,04:38,4.63,1,,Actual timetable interval gap
BLK-001043,SEG-043,Agra,2024-01-21,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001044,SEG-044,Delhi,2024-01-21,00:00,04:38,4.63,1,,Actual timetable interval gap
BLK-001045,SEG-045,Agra,2024-01-21,00:00,04:38,4.63,1,,Actual timetable interval gap
BLK-001046,SEG-046,Delhi,2024-01-21,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001047,SEG-047,Agra,2024-01-21,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001048,SEG-048,Delhi,2024-01-21,00:00,04:38,4.63,1,,Actual timetable interval gap
BLK-001049,SEG-049,Agra,2024-01-21,00:00,04:38,4.63,1,,Actual timetable interval gap
BLK-001050,SEG-050,Delhi,2024-01-21,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001051,SEG-001,Agra,2024-01-22,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001052,SEG-002,Delhi,2024-01-22,00:00,04:38,4.63,1,,Actual timetable interval gap
BLK-001053,SEG-003,Agra,2024-01-22,00:00,04:38,4.63,1,,Actual timetable interval gap
BLK-001054,SEG-004,Delhi,2024-01-22,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001055,SEG-005,Agra,2024-01-22,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001056,SEG-006,Delhi,2024-01-22,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001057,SEG-007,Agra,2024-01-22,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001058,SEG-008,Delhi,2024-01-22,00:00,04:38,4.63,1,,Actual timetable interval gap
BLK-001059,SEG-009,Agra,2024-01-22,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001060,SEG-010,Delhi,2024-01-22,00:00,04:38,4.63,1,,Actual timetable interval gap
BLK-001061,SEG-011,Agra,2024-01-22,00:00,04:38,4.63,1,,Actual timetable interval gap
BLK-001062,SEG-012,Delhi,2024-01-22,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001063,SEG-013,Agra,2024-01-22,00:00,04:38,4.63,1,,Actual timetable interval gap
BLK-001064,SEG-014,Delhi,2024-01-22,00:00,04:38,4.63,1,,Actual timetable interval gap
BLK-001065,SEG-015,Agra,2024-01-22,00:00,04:38,4.63,1,,Actual timetable interval gap
BLK-001066,SEG-016,Delhi,2024-01-22,00:00,04:38,4.63,1,,Actual timetable interval gap
BLK-001067,SEG-017,Agra,2024-01-22,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001068,SEG-018,Delhi,2024-01-22,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001069,SEG-019,Agra,2024-01-22,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001070,SEG-020,Delhi,2024-01-22,00:00,04:38,4.63,1,,Actual timetable interval gap
BLK-001071,SEG-021,Agra,2024-01-22,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001072,SEG-022,Delhi,2024-01-22,00:00,04:38,4.63,1,,Actual timetable interval gap
BLK-001073,SEG-023,Agra,2024-01-22,00:00,04:38,4.63,1,,Actual timetable interval gap
BLK-001074,SEG-024,Delhi,2024-01-22,00:00,04:38,4.63,1,,Actual timetable interval gap
BLK-001075,SEG-025,Agra,2024-01-22,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001076,SEG-026,Delhi,2024-01-22,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001077,SEG-027,Agra,2024-01-22,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001078,SEG-028,Delhi,2024-01-22,00:00,04:38,4.63,1,,Actual timetable interval gap
BLK-001079,SEG-029,Agra,2024-01-22,00:00,04:38,4.63,1,,Actual timetable interval gap
BLK-001080,SEG-030,Delhi,2024-01-22,00:00,04:38,4.63,1,,Actual timetable interval gap
BLK-001081,SEG-031,Agra,2024-01-22,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001082,SEG-032,Delhi,2024-01-22,00:00,04:38,4.63,1,,Actual timetable interval gap
BLK-001083,SEG-033,Agra,2024-01-22,00:00,04:38,4.63,1,,Actual timetable interval gap
BLK-001084,SEG-034,Delhi,2024-01-22,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001085,SEG-035,Agra,2024-01-22,00:00,04:38,4.63,1,,Actual timetable interval gap
BLK-001086,SEG-036,Delhi,2024-01-22,00:00,04:38,4.63,1,,Actual timetable interval gap
BLK-001087,SEG-037,Agra,2024-01-22,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001088,SEG-038,Delhi,2024-01-22,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001089,SEG-039,Agra,2024-01-22,00:00,04:38,4.63,1,,Actual timetable interval gap
BLK-001090,SEG-040,Delhi,2024-01-22,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001091,SEG-041,Agra,2024-01-22,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001092,SEG-042,Delhi,2024-01-22,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001093,SEG-043,Agra,2024-01-22,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001094,SEG-044,Delhi,2024-01-22,00:00,04:38,4.63,1,,Actual timetable interval gap
BLK-001095,SEG-045,Agra,2024-01-22,00:00,04:38,4.63,1,,Actual timetable interval gap
BLK-001096,SEG-046,Delhi,2024-01-22,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001097,SEG-047,Agra,2024-01-22,00:00,04:38,4.63,1,,Actual timetable interval gap
BLK-001098,SEG-048,Delhi,2024-01-22,00:00,04:38,4.63,1,,Actual timetable interval gap
BLK-001099,SEG-049,Agra,2024-01-22,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001100,SEG-050,Delhi,2024-01-22,00:00,04:38,4.63,1,,Actual timetable interval gap
BLK-001101,SEG-001,Agra,2024-01-23,00:00,04:13,4.22,1,,Actual timetable interval gap
BLK-001102,SEG-002,Delhi,2024-01-23,00:00,04:13,4.22,1,,Actual timetable interval gap
BLK-001103,SEG-003,Agra,2024-01-23,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001104,SEG-004,Delhi,2024-01-23,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001105,SEG-005,Agra,2024-01-23,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001106,SEG-006,Delhi,2024-01-23,00:00,04:13,4.22,1,,Actual timetable interval gap
BLK-001107,SEG-007,Agra,2024-01-23,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001108,SEG-008,Delhi,2024-01-23,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001109,SEG-009,Agra,2024-01-23,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001110,SEG-010,Delhi,2024-01-23,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001111,SEG-011,Agra,2024-01-23,00:00,04:13,4.22,1,,Actual timetable interval gap
BLK-001112,SEG-012,Delhi,2024-01-23,00:00,04:13,4.22,1,,Actual timetable interval gap
BLK-001113,SEG-013,Agra,2024-01-23,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001114,SEG-014,Delhi,2024-01-23,00:00,04:13,4.22,1,,Actual timetable interval gap
BLK-001115,SEG-015,Agra,2024-01-23,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001116,SEG-016,Delhi,2024-01-23,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001117,SEG-017,Agra,2024-01-23,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001118,SEG-018,Delhi,2024-01-23,00:00,04:13,4.22,1,,Actual timetable interval gap
BLK-001119,SEG-019,Agra,2024-01-23,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001120,SEG-020,Delhi,2024-01-23,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001121,SEG-021,Agra,2024-01-23,00:00,04:13,4.22,1,,Actual timetable interval gap
BLK-001122,SEG-022,Delhi,2024-01-23,00:00,04:13,4.22,1,,Actual timetable interval gap
BLK-001123,SEG-023,Agra,2024-01-23,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001124,SEG-024,Delhi,2024-01-23,00:00,04:13,4.22,1,,Actual timetable interval gap
BLK-001125,SEG-025,Agra,2024-01-23,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001126,SEG-026,Delhi,2024-01-23,00:00,04:13,4.22,1,,Actual timetable interval gap
BLK-001127,SEG-027,Agra,2024-01-23,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001128,SEG-028,Delhi,2024-01-23,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001129,SEG-029,Agra,2024-01-23,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001130,SEG-030,Delhi,2024-01-23,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001131,SEG-031,Agra,2024-01-23,00:00,04:13,4.22,1,,Actual timetable interval gap
BLK-001132,SEG-032,Delhi,2024-01-23,00:00,04:13,4.22,1,,Actual timetable interval gap
BLK-001133,SEG-033,Agra,2024-01-23,00:00,04:13,4.22,1,,Actual timetable interval gap
BLK-001134,SEG-034,Delhi,2024-01-23,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001135,SEG-035,Agra,2024-01-23,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001136,SEG-036,Delhi,2024-01-23,00:00,04:13,4.22,1,,Actual timetable interval gap
BLK-001137,SEG-037,Agra,2024-01-23,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001138,SEG-038,Delhi,2024-01-23,00:00,04:13,4.22,1,,Actual timetable interval gap
BLK-001139,SEG-039,Agra,2024-01-23,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001140,SEG-040,Delhi,2024-01-23,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001141,SEG-041,Agra,2024-01-23,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001142,SEG-042,Delhi,2024-01-23,00:00,04:13,4.22,1,,Actual timetable interval gap
BLK-001143,SEG-043,Agra,2024-01-23,00:00,04:13,4.22,1,,Actual timetable interval gap
BLK-001144,SEG-044,Delhi,2024-01-23,00:00,04:13,4.22,1,,Actual timetable interval gap
BLK-001145,SEG-045,Agra,2024-01-23,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001146,SEG-046,Delhi,2024-01-23,00:00,04:13,4.22,1,,Actual timetable interval gap
BLK-001147,SEG-047,Agra,2024-01-23,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001148,SEG-048,Delhi,2024-01-23,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001149,SEG-049,Agra,2024-01-23,00:00,04:13,4.22,1,,Actual timetable interval gap
BLK-001150,SEG-050,Delhi,2024-01-23,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001151,SEG-001,Agra,2024-01-24,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001152,SEG-002,Delhi,2024-01-24,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001153,SEG-003,Agra,2024-01-24,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001154,SEG-004,Delhi,2024-01-24,00:00,04:37,4.62,1,,Actual timetable interval gap
BLK-001155,SEG-005,Agra,2024-01-24,00:00,04:37,4.62,1,,Actual timetable interval gap
BLK-001156,SEG-006,Delhi,2024-01-24,00:00,04:37,4.62,1,,Actual timetable interval gap
BLK-001157,SEG-007,Agra,2024-01-24,00:00,04:37,4.62,1,,Actual timetable interval gap
BLK-001158,SEG-008,Delhi,2024-01-24,00:00,04:37,4.62,1,,Actual timetable interval gap
BLK-001159,SEG-009,Agra,2024-01-24,00:00,04:37,4.62,1,,Actual timetable interval gap
BLK-001160,SEG-010,Delhi,2024-01-24,00:00,04:37,4.62,1,,Actual timetable interval gap
BLK-001161,SEG-011,Agra,2024-01-24,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001162,SEG-012,Delhi,2024-01-24,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001163,SEG-013,Agra,2024-01-24,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001164,SEG-014,Delhi,2024-01-24,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001165,SEG-015,Agra,2024-01-24,00:00,04:37,4.62,1,,Actual timetable interval gap
BLK-001166,SEG-016,Delhi,2024-01-24,00:00,04:37,4.62,1,,Actual timetable interval gap
BLK-001167,SEG-017,Agra,2024-01-24,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001168,SEG-018,Delhi,2024-01-24,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001169,SEG-019,Agra,2024-01-24,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001170,SEG-020,Delhi,2024-01-24,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001171,SEG-021,Agra,2024-01-24,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001172,SEG-022,Delhi,2024-01-24,00:00,04:37,4.62,1,,Actual timetable interval gap
BLK-001173,SEG-023,Agra,2024-01-24,00:00,04:37,4.62,1,,Actual timetable interval gap
BLK-001174,SEG-024,Delhi,2024-01-24,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001175,SEG-025,Agra,2024-01-24,00:00,04:37,4.62,1,,Actual timetable interval gap
BLK-001176,SEG-026,Delhi,2024-01-24,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001177,SEG-027,Agra,2024-01-24,00:00,04:37,4.62,1,,Actual timetable interval gap
BLK-001178,SEG-028,Delhi,2024-01-24,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001179,SEG-029,Agra,2024-01-24,00:00,04:37,4.62,1,,Actual timetable interval gap
BLK-001180,SEG-030,Delhi,2024-01-24,00:00,04:37,4.62,1,,Actual timetable interval gap
BLK-001181,SEG-031,Agra,2024-01-24,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001182,SEG-032,Delhi,2024-01-24,00:00,04:37,4.62,1,,Actual timetable interval gap
BLK-001183,SEG-033,Agra,2024-01-24,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001184,SEG-034,Delhi,2024-01-24,00:00,04:37,4.62,1,,Actual timetable interval gap
BLK-001185,SEG-035,Agra,2024-01-24,00:00,04:37,4.62,1,,Actual timetable interval gap
BLK-001186,SEG-036,Delhi,2024-01-24,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001187,SEG-037,Agra,2024-01-24,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001188,SEG-038,Delhi,2024-01-24,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001189,SEG-039,Agra,2024-01-24,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001190,SEG-040,Delhi,2024-01-24,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001191,SEG-041,Agra,2024-01-24,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001192,SEG-042,Delhi,2024-01-24,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001193,SEG-043,Agra,2024-01-24,00:00,04:37,4.62,1,,Actual timetable interval gap
BLK-001194,SEG-044,Delhi,2024-01-24,00:00,04:37,4.62,1,,Actual timetable interval gap
BLK-001195,SEG-045,Agra,2024-01-24,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001196,SEG-046,Delhi,2024-01-24,00:00,04:37,4.62,1,,Actual timetable interval gap
BLK-001197,SEG-047,Agra,2024-01-24,00:00,04:37,4.62,1,,Actual timetable interval gap
BLK-001198,SEG-048,Delhi,2024-01-24,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001199,SEG-049,Agra,2024-01-24,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001200,SEG-050,Delhi,2024-01-24,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001201,SEG-001,Agra,2024-01-25,00:00,03:28,3.47,1,,Actual timetable interval gap
BLK-001202,SEG-002,Delhi,2024-01-25,00:00,03:28,3.47,1,,Actual timetable interval gap
BLK-001203,SEG-003,Agra,2024-01-25,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001204,SEG-004,Delhi,2024-01-25,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001205,SEG-005,Agra,2024-01-25,00:00,03:28,3.47,1,,Actual timetable interval gap
BLK-001206,SEG-006,Delhi,2024-01-25,00:00,03:28,3.47,1,,Actual timetable interval gap
BLK-001207,SEG-007,Agra,2024-01-25,00:00,03:28,3.47,1,,Actual timetable interval gap
BLK-001208,SEG-008,Delhi,2024-01-25,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001209,SEG-009,Agra,2024-01-25,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001210,SEG-010,Delhi,2024-01-25,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001211,SEG-011,Agra,2024-01-25,00:00,03:28,3.47,1,,Actual timetable interval gap
BLK-001212,SEG-012,Delhi,2024-01-25,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001213,SEG-013,Agra,2024-01-25,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001214,SEG-014,Delhi,2024-01-25,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001215,SEG-015,Agra,2024-01-25,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001216,SEG-016,Delhi,2024-01-25,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001217,SEG-017,Agra,2024-01-25,00:00,03:28,3.47,1,,Actual timetable interval gap
BLK-001218,SEG-018,Delhi,2024-01-25,00:00,03:28,3.47,1,,Actual timetable interval gap
BLK-001219,SEG-019,Agra,2024-01-25,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001220,SEG-020,Delhi,2024-01-25,00:00,03:28,3.47,1,,Actual timetable interval gap
BLK-001221,SEG-021,Agra,2024-01-25,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001222,SEG-022,Delhi,2024-01-25,00:00,03:28,3.47,1,,Actual timetable interval gap
BLK-001223,SEG-023,Agra,2024-01-25,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001224,SEG-024,Delhi,2024-01-25,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001225,SEG-025,Agra,2024-01-25,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001226,SEG-026,Delhi,2024-01-25,00:00,03:28,3.47,1,,Actual timetable interval gap
BLK-001227,SEG-027,Agra,2024-01-25,00:00,03:28,3.47,1,,Actual timetable interval gap
BLK-001228,SEG-028,Delhi,2024-01-25,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001229,SEG-029,Agra,2024-01-25,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001230,SEG-030,Delhi,2024-01-25,00:00,03:28,3.47,1,,Actual timetable interval gap
BLK-001231,SEG-031,Agra,2024-01-25,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001232,SEG-032,Delhi,2024-01-25,00:00,03:28,3.47,1,,Actual timetable interval gap
BLK-001233,SEG-033,Agra,2024-01-25,00:00,03:28,3.47,1,,Actual timetable interval gap
BLK-001234,SEG-034,Delhi,2024-01-25,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001235,SEG-035,Agra,2024-01-25,20:56,00:00,3.07,1,,Actual timetable interval gap
BLK-001236,SEG-036,Delhi,2024-01-25,00:00,03:28,3.47,1,,Actual timetable interval gap
