segment_id,month,division,asset_type,age_years,freight_density_class,monsoon_exposure,grade3_defects_previous_90d,defect_count_month,failure_event,right_censored,monsoon_month
SEG-015,2025-12,Agra,S&T,23,Medium,Medium,0,0,0,0,0
SEG-016,2024-01,Delhi,S&T,31,Low,Medium,0,0,0,0,0
SEG-016,2024-02,Delhi,S&T,31,Low,Medium,0,0,0,0,0
SEG-016,2024-03,Delhi,S&T,31,Low,Medium,0,0,0,0,0
SEG-016,2024-04,Delhi,S&T,31,Low,Medium,0,0,0,0,0
SEG-016,2024-05,Delhi,S&T,31,Low,Medium,0,0,0,0,0
SEG-016,2024-06,Delhi,S&T,31,Low,Medium,0,0,0,0,1
SEG-016,2024-07,Delhi,S&T,31,Low,Medium,0,0,0,0,1
SEG-016,2024-08,Delhi,S&T,31,Low,Medium,0,0,0,0,1
SEG-016,2024-09,Delhi,S&T,31,Low,Medium,0,0,0,0,1
SEG-016,2024-10,Delhi,S&T,31,Low,Medium,0,0,0,0,0
SEG-016,2024-11,Delhi,S&T,31,Low,Medium,0,0,0,0,0
SEG-016,2024-12,Delhi,S&T,31,Low,Medium,0,0,0,0,0
SEG-016,2025-01,Delhi,S&T,31,Low,Medium,0,0,0,0,0
SEG-016,2025-02,Delhi,S&T,31,Low,Medium,0,0,0,0,0
SEG-016,2025-03,Delhi,S&T,31,Low,Medium,0,0,0,0,0
SEG-016,2025-04,Delhi,S&T,31,Low,Medium,0,0,0,0,0
SEG-016,2025-05,Delhi,S&T,31,Low,Medium,0,0,0,0,0
SEG-016,2025-06,Delhi,S&T,31,Low,Medium,0,0,0,0,1
SEG-016,2025-07,Delhi,S&T,31,Low,Medium,0,0,0,0,1
SEG-016,2025-08,Delhi,S&T,31,Low,Medium,0,0,0,0,1
SEG-016,2025-09,Delhi,S&T,31,Low,Medium,0,0,0,0,1
SEG-016,2025-10,Delhi,S&T,31,Low,Medium,0,0,0,0,0
SEG-016,2025-11,Delhi,S&T,31,Low,Medium,0,0,0,0,0
SEG-016,2025-12,Delhi,S&T,31,Low,Medium,0,0,0,0,0
SEG-017,2024-01,Agra,Traction/OHE,15,Medium,Medium,0,0,0,0,0
SEG-017,2024-02,Agra,Traction/OHE,15,Medium,Medium,0,0,0,0,0
SEG-017,2024-03,Agra,Traction/OHE,15,Medium,Medium,0,0,0,0,0
SEG-017,2024-04,Agra,Traction/OHE,15,Medium,Medium,0,0,0,0,0
SEG-017,2024-05,Agra,Traction/OHE,15,Medium,Medium,0,0,0,0,0
SEG-017,2024-06,Agra,Traction/OHE,15,Medium,Medium,0,0,0,0,1
SEG-017,2024-07,Agra,Traction/OHE,15,Medium,Medium,0,0,0,0,1
SEG-017,2024-08,Agra,Traction/OHE,15,Medium,Medium,0,0,0,0,1
SEG-017,2024-09,Agra,Traction/OHE,15,Medium,Medium,0,0,0,0,1
SEG-017,2024-10,Agra,Traction/OHE,15,Medium,Medium,0,0,0,0,0
SEG-017,2024-11,Agra,Traction/OHE,15,Medium,Medium,0,0,0,0,0
SEG-017,2024-12,Agra,Traction/OHE,15,Medium,Medium,0,0,0,0,0
SEG-017,2025-01,Agra,Traction/OHE,15,Medium,Medium,0,0,0,0,0
SEG-017,2025-02,Agra,Traction/OHE,15,Medium,Medium,0,0,0,0,0
SEG-017,2025-03,Agra,Traction/OHE,15,Medium,Medium,0,0,0,0,0
SEG-017,2025-04,Agra,Traction/OHE,15,Medium,Medium,0,0,0,0,0
SEG-017,2025-05,Agra,Traction/OHE,15,Medium,Medium,0,0,0,0,0
SEG-017,2025-06,Agra,Traction/OHE,15,Medium,Medium,0,0,0,0,1
SEG-017,2025-07,Agra,Traction/OHE,15,Medium,Medium,0,0,0,0,1
SEG-017,2025-08,Agra,Traction/OHE,15,Medium,Medium,0,0,0,0,1
SEG-017,2025-09,Agra,Traction/OHE,15,Medium,Medium,0,0,0,0,1
SEG-017,2025-10,Agra,Traction/OHE,15,Medium,Medium,0,0,0,0,0
SEG-017,2025-11,Agra,Traction/OHE,15,Medium,Medium,0,0,0,0,0
SEG-017,2025-12,Agra,Traction/OHE,15,Medium,Medium,0,0,0,0,0
SEG-018,2024-01,Delhi,Traction/OHE,46,High,High,0,0,0,0,0
SEG-018,2024-02,Delhi,Traction/OHE,46,High,High,0,0,0,0,0
SEG-018,2024-03,Delhi,Traction/OHE,46,High,High,0,0,0,0,0
SEG-018,2024-04,Delhi,Traction/OHE,46,High,High,0,0,0,0,0
SEG-018,2024-05,Delhi,Traction/OHE,46,High,High,0,0,0,0,0
SEG-018,2024-06,Delhi,Traction/OHE,46,High,High,0,0,0,0,1
SEG-018,2024-07,Delhi,Traction/OHE,46,High,High,0,0,0,0,1
SEG-018,2024-08,Delhi,Traction/OHE,46,High,High,0,0,0,0,1
SEG-018,2024-09,Delhi,Traction/OHE,46,High,High,0,0,0,0,1
SEG-018,2024-10,Delhi,Traction/OHE,46,High,High,0,0,0,0,0
SEG-018,2024-11,Delhi,Traction/OHE,46,High,High,0,0,0,0,0
SEG-018,2024-12,Delhi,Traction/OHE,46,High,High,0,0,0,0,0
SEG-018,2025-01,Delhi,Traction/OHE,46,High,High,0,0,0,0,0
SEG-018,2025-02,Delhi,Traction/OHE,46,High,High,0,0,0,0,0
SEG-018,2025-03,Delhi,Traction/OHE,46,High,High,0,0,0,0,0
SEG-018,2025-04,Delhi,Traction/OHE,46,High,High,0,0,0,0,0
SEG-018,2025-05,Delhi,Traction/OHE,46,High,High,0,0,0,0,0
SEG-018,2025-06,Delhi,Traction/OHE,46,High,High,0,0,0,0,1
SEG-018,2025-07,Delhi,Traction/OHE,46,High,High,0,0,0,0,1
SEG-018,2025-08,Delhi,Traction/OHE,46,High,High,0,0,0,0,1
SEG-018,2025-09,Delhi,Traction/OHE,46,High,High,0,0,0,0,1
SEG-018,2025-10,Delhi,Traction/OHE,46,High,High,0,0,0,0,0
SEG-018,2025-11,Delhi,Traction/OHE,46,High,High,0,0,0,0,0
SEG-018,2025-12,Delhi,Traction/OHE,46,High,High,0,0,0,0,0
SEG-019,2024-01,Agra,Track,15,Medium,Low,0,0,0,0,0
SEG-019,2024-02,Agra,Track,15,Medium,Low,0,0,0,0,0
SEG-019,2024-03,Agra,Track,15,Medium,Low,0,0,0,0,0
SEG-019,2024-04,Agra,Track,15,Medium,Low,0,0,0,0,0
SEG-019,2024-05,Agra,Track,15,Medium,Low,0,0,0,0,0
SEG-019,2024-06,Agra,Track,15,Medium,Low,0,0,0,0,1
SEG-019,2024-07,Agra,Track,15,Medium,Low,0,0,0,0,1
SEG-019,2024-08,Agra,Track,15,Medium,Low,0,0,0,0,1
SEG-019,2024-09,Agra,Track,15,Medium,Low,0,0,0,0,1
SEG-019,2024-10,Agra,Track,15,Medium,Low,0,0,0,0,0
SEG-019,2024-11,Agra,Track,15,Medium,Low,0,0,0,0,0
SEG-019,2024-12,Agra,Track,15,Medium,Low,0,0,0,0,0
SEG-019,2025-01,Agra,Track,15,Medium,Low,0,0,0,0,0
SEG-019,2025-02,Agra,Track,15,Medium,Low,0,0,0,0,0
SEG-019,2025-03,Agra,Track,15,Medium,Low,0,0,0,0,0
SEG-019,2025-04,Agra,Track,15,Medium,Low,0,0,0,0,0
SEG-019,2025-05,Agra,Track,15,Medium,Low,0,1,0,0,0
SEG-019,2025-06,Agra,Track,15,Medium,Low,0,0,0,0,1
SEG-019,2025-07,Agra,Track,15,Medium,Low,0,0,0,0,1
SEG-019,2025-08,Agra,Track,15,Medium,Low,0,0,0,0,1
SEG-019,2025-09,Agra,Track,15,Medium,Low,0,0,0,0,1
SEG-019,2025-10,Agra,Track,15,Medium,Low,0,0,0,0,0
SEG-019,2025-11,Agra,Track,15,Medium,Low,0,0,0,0,0
SEG-019,2025-12,Agra,Track,15,Medium,Low,0,0,0,0,0
SEG-020,2024-01,Delhi,Track,35,Medium,Medium,0,0,0,0,0
SEG-020,2024-02,Delhi,Track,35,Medium,Medium,0,0,0,0,0
SEG-020,2024-03,Delhi,Track,35,Medium,Medium,0,0,0,0,0
SEG-020,2024-04,Delhi,Track,35,Medium,Medium,0,0,0,0,0
SEG-020,2024-05,Delhi,Track,35,Medium,Medium,0,0,0,0,0
SEG-020,2024-06,Delhi,Track,35,Medium,Medium,0,0,0,0,1
SEG-020,2024-07,Delhi,Track,35,Medium,Medium,0,1,0,0,1
SEG-020,2024-08,Delhi,Track,35,Medium,Medium,0,0,0,0,1
SEG-020,2024-09,Delhi,Track,35,Medium,Medium,0,0,0,0,1
SEG-020,2024-10,Delhi,Track,35,Medium,Medium,0,0,0,0,0
SEG-020,2024-11,Delhi,Track,35,Medium,Medium,0,0,0,0,0
SEG-020,2024-12,Delhi,Track,35,Medium,Medium,0,0,0,0,0
SEG-020,2025-01,Delhi,Track,35,Medium,Medium,0,0,0,0,0
SEG-020,2025-02,Delhi,Track,35,Medium,Medium,0,0,0,0,0
SEG-020,2025-03,Delhi,Track,35,Medium,Medium,0,0,0,0,0
SEG-020,2025-04,Delhi,Track,35,Medium,Medium,0,0,0,0,0
SEG-020,2025-05,Delhi,Track,35,Medium,Medium,0,0,0,0,0
SEG-020,2025-06,Delhi,Track,35,Medium,Medium,0,0,0,0,1
SEG-020,2025-07,Delhi,Track,35,Medium,Medium,0,0,0,0,1
SEG-020,2025-08,Delhi,Track,35,Medium,Medium,0,0,0,0,1
SEG-020,2025-09,Delhi,Track,35,Medium,Medium,0,0,0,0,1
SEG-020,2025-10,Delhi,Track,35,Medium,Medium,0,0,0,0,0
SEG-020,2025-11,Delhi,Track,35,Medium,Medium,0,0,0,0,0
SEG-020,2025-12,Delhi,Track,35,Medium,Medium,0,0,0,0,0
SEG-021,2024-01,Agra,S&T,19,High,Medium,0,0,0,0,0
SEG-021,2024-02,Agra,S&T,19,High,Medium,0,0,0,0,0
SEG-021,2024-03,Agra,S&T,19,High,Medium,0,0,0,0,0
SEG-021,2024-04,Agra,S&T,19,High,Medium,0,0,0,0,0
SEG-021,2024-05,Agra,S&T,19,High,Medium,0,0,0,0,0
SEG-021,2024-06,Agra,S&T,19,High,Medium,0,0,0,0,1
SEG-021,2024-07,Agra,S&T,19,High,Medium,0,0,0,0,1
SEG-021,2024-08,Agra,S&T,19,High,Medium,0,0,0,0,1
SEG-021,2024-09,Agra,S&T,19,High,Medium,0,0,0,0,1
SEG-021,2024-10,Agra,S&T,19,High,Medium,0,1,0,0,0
SEG-021,2024-11,Agra,S&T,19,High,Medium,0,0,0,0,0
SEG-021,2024-12,Agra,S&T,19,High,Medium,0,0,0,0,0
SEG-021,2025-01,Agra,S&T,19,High,Medium,0,0,0,0,0
SEG-021,2025-02,Agra,S&T,19,High,Medium,0,0,0,0,0
SEG-021,2025-03,Agra,S&T,19,High,Medium,0,0,0,0,0
SEG-021,2025-04,Agra,S&T,19,High,Medium,0,0,0,0,0
SEG-021,2025-05,Agra,S&T,19,High,Medium,0,0,0,0,0
SEG-021,2025-06,Agra,S&T,19,High,Medium,0,0,0,0,1
SEG-021,2025-07,Agra,S&T,19,High,Medium,0,0,0,0,1
SEG-021,2025-08,Agra,S&T,19,High,Medium,0,0,0,0,1
SEG-021,2025-09,Agra,S&T,19,High,Medium,0,0,0,0,1
SEG-021,2025-10,Agra,S&T,19,High,Medium,0,0,0,0,0
SEG-021,2025-11,Agra,S&T,19,High,Medium,0,0,0,0,0
SEG-021,2025-12,Agra,S&T,19,High,Medium,0,0,0,0,0
SEG-022,2024-01,Delhi,S&T,20,High,Medium,0,0,0,0,0
SEG-022,2024-02,Delhi,S&T,20,High,Medium,0,0,0,0,0
SEG-022,2024-03,Delhi,S&T,20,High,Medium,0,0,0,0,0
SEG-022,2024-04,Delhi,S&T,20,High,Medium,0,0,0,0,0
SEG-022,2024-05,Delhi,S&T,20,High,Medium,0,0,0,0,0
SEG-022,2024-06,Delhi,S&T,20,High,Medium,0,0,0,0,1
SEG-022,2024-07,Delhi,S&T,20,High,Medium,0,0,0,0,1
SEG-022,2024-08,Delhi,S&T,20,High,Medium,0,0,0,0,1
SEG-022,2024-09,Delhi,S&T,20,High,Medium,0,0,0,0,1
SEG-022,2024-10,Delhi,S&T,20,High,Medium,0,0,0,0,0
SEG-022,2024-11,Delhi,S&T,20,High,Medium,0,0,0,0,0
SEG-022,2024-12,Delhi,S&T,20,High,Medium,0,0,0,0,0
SEG-022,2025-01,Delhi,S&T,20,High,Medium,0,0,0,0,0
SEG-022,2025-02,Delhi,S&T,20,High,Medium,0,0,0,0,0
SEG-022,2025-03,Delhi,S&T,20,High,Medium,0,0,0,0,0
SEG-022,2025-04,Delhi,S&T,20,High,Medium,0,0,0,0,0
SEG-022,2025-05,Delhi,S&T,20,High,Medium,0,0,0,0,0
SEG-022,2025-06,Delhi,S&T,20,High,Medium,0,0,0,0,1
SEG-022,2025-07,Delhi,S&T,20,High,Medium,0,0,0,0,1
SEG-022,2025-08,Delhi,S&T,20,High,Medium,0,0,0,0,1
SEG-022,2025-09,Delhi,S&T,20,High,Medium,0,0,0,0,1
SEG-022,2025-10,Delhi,S&T,20,High,Medium,0,0,0,0,0
SEG-022,2025-11,Delhi,S&T,20,High,Medium,0,0,0,0,0
SEG-022,2025-12,Delhi,S&T,20,High,Medium,0,0,0,0,0
SEG-023,2024-01,Agra,Traction/OHE,8,Medium,Low,0,0,0,0,0
SEG-023,2024-02,Agra,Traction/OHE,8,Medium,Low,0,0,0,0,0
SEG-023,2024-03,Agra,Traction/OHE,8,Medium,Low,0,0,0,0,0
SEG-023,2024-04,Agra,Traction/OHE,8,Medium,Low,0,0,0,0,0
SEG-023,2024-05,Agra,Traction/OHE,8,Medium,Low,0,0,0,0,0
SEG-023,2024-06,Agra,Traction/OHE,8,Medium,Low,0,0,0,0,1
SEG-023,2024-07,Agra,Traction/OHE,8,Medium,Low,0,0,0,0,1
SEG-023,2024-08,Agra,Traction/OHE,8,Medium,Low,0,0,0,0,1
SEG-023,2024-09,Agra,Traction/OHE,8,Medium,Low,0,0,0,0,1
SEG-023,2024-10,Agra,Traction/OHE,8,Medium,Low,0,0,0,0,0
SEG-023,2024-11,Agra,Traction/OHE,8,Medium,Low,0,0,0,0,0
SEG-023,2024-12,Agra,Traction/OHE,8,Medium,Low,0,0,0,0,0
SEG-023,2025-01,Agra,Traction/OHE,8,Medium,Low,0,0,0,0,0
SEG-023,2025-02,Agra,Traction/OHE,8,Medium,Low,0,0,0,0,0
SEG-023,2025-03,Agra,Traction/OHE,8,Medium,Low,0,0,0,0,0
SEG-023,2025-04,Agra,Traction/OHE,8,Medium,Low,0,0,0,0,0
SEG-023,2025-05,Agra,Traction/OHE,8,Medium,Low,0,0,0,0,0
SEG-023,2025-06,Agra,Traction/OHE,8,Medium,Low,0,0,0,0,1
SEG-023,2025-07,Agra,Traction/OHE,8,Medium,Low,0,0,0,0,1
SEG-023,2025-08,Agra,Traction/OHE,8,Medium,Low,0,0,0,0,1
SEG-023,2025-09,Agra,Traction/OHE,8,Medium,Low,0,0,0,0,1
SEG-023,2025-10,Agra,Traction/OHE,8,Medium,Low,0,0,0,0,0
SEG-023,2025-11,Agra,Traction/OHE,8,Medium,Low,0,0,0,0,0
SEG-023,2025-12,Agra,Traction/OHE,8,Medium,Low,0,0,0,0,0
SEG-024,2024-01,Delhi,Traction/OHE,27,Low,Medium,0,0,0,0,0
SEG-024,2024-02,Delhi,Traction/OHE,27,Low,Medium,0,1,0,0,0
SEG-024,2024-03,Delhi,Traction/OHE,27,Low,Medium,0,0,0,0,0
SEG-024,2024-04,Delhi,Traction/OHE,27,Low,Medium,0,0,0,0,0
SEG-024,2024-05,Delhi,Traction/OHE,27,Low,Medium,0,0,0,0,0
SEG-024,2024-06,Delhi,Traction/OHE,27,Low,Medium,0,0,0,0,1
SEG-024,2024-07,Delhi,Traction/OHE,27,Low,Medium,0,0,0,0,1
SEG-024,2024-08,Delhi,Traction/OHE,27,Low,Medium,0,0,0,0,1
SEG-024,2024-09,Delhi,Traction/OHE,27,Low,Medium,0,0,0,0,1
SEG-024,2024-10,Delhi,Traction/OHE,27,Low,Medium,0,0,0,0,0
SEG-024,2024-11,Delhi,Traction/OHE,27,Low,Medium,0,0,0,0,0
SEG-024,2024-12,Delhi,Traction/OHE,27,Low,Medium,0,0,0,0,0
SEG-024,2025-01,Delhi,Traction/OHE,27,Low,Medium,0,0,0,0,0
SEG-024,2025-02,Delhi,Traction/OHE,27,Low,Medium,0,0,0,0,0
SEG-024,2025-03,Delhi,Traction/OHE,27,Low,Medium,0,0,0,0,0
SEG-024,2025-04,Delhi,Traction/OHE,27,Low,Medium,0,1,0,0,0
SEG-024,2025-05,Delhi,Traction/OHE,27,Low,Medium,0,0,0,0,0
SEG-024,2025-06,Delhi,Traction/OHE,27,Low,Medium,0,0,0,0,1
SEG-024,2025-07,Delhi,Traction/OHE,27,Low,Medium,0,0,0,0,1
SEG-024,2025-08,Delhi,Traction/OHE,27,Low,Medium,0,0,0,0,1
SEG-024,2025-09,Delhi,Traction/OHE,27,Low,Medium,0,0,0,0,1
SEG-024,2025-10,Delhi,Traction/OHE,27,Low,Medium,0,0,0,0,0
SEG-024,2025-11,Delhi,Traction/OHE,27,Low,Medium,0,0,0,0,0
SEG-024,2025-12,Delhi,Traction/OHE,27,Low,Medium,0,0,0,0,0
SEG-025,2024-01,Agra,Track,12,Medium,Low,0,0,0,0,0
SEG-025,2024-02,Agra,Track,12,Medium,Low,0,0,0,0,0
SEG-025,2024-03,Agra,Track,12,Medium,Low,0,1,0,0,0
SEG-025,2024-04,Agra,Track,12,Medium,Low,0,0,0,0,0
SEG-025,2024-05,Agra,Track,12,Medium,Low,0,0,0,0,0
SEG-025,2024-06,Agra,Track,12,Medium,Low,0,0,0,0,1
SEG-025,2024-07,Agra,Track,12,Medium,Low,0,0,0,0,1
SEG-025,2024-08,Agra,Track,12,Medium,Low,0,0,0,0,1
SEG-025,2024-09,Agra,Track,12,Medium,Low,0,0,0,0,1
SEG-025,2024-10,Agra,Track,12,Medium,Low,0,0,0,0,0
SEG-025,2024-11,Agra,Track,12,Medium,Low,0,0,0,0,0
SEG-025,2024-12,Agra,Track,12,Medium,Low,0,0,0,0,0
SEG-025,2025-01,Agra,Track,12,Medium,Low,0,0,0,0,0
SEG-025,2025-02,Agra,Track,12,Medium,Low,0,0,0,0,0
SEG-025,2025-03,Agra,Track,12,Medium,Low,0,0,0,0,0
SEG-025,2025-04,Agra,Track,12,Medium,Low,0,0,0,0,0
SEG-025,2025-05,Agra,Track,12,Medium,Low,0,0,0,0,0
SEG-025,2025-06,Agra,Track,12,Medium,Low,0,0,0,0,1
SEG-025,2025-07,Agra,Track,12,Medium,Low,0,0,0,0,1
SEG-025,2025-08,Agra,Track,12,Medium,Low,0,0,0,0,1
SEG-025,2025-09,Agra,Track,12,Medium,Low,0,0,0,0,1
SEG-025,2025-10,Agra,Track,12,Medium,Low,0,0,0,0,0
SEG-025,2025-11,Agra,Track,12,Medium,Low,0,0,0,0,0
SEG-025,2025-12,Agra,Track,12,Medium,Low,0,0,0,0,0
SEG-026,2024-01,Delhi,Track,18,Low,Medium,0,0,0,0,0
SEG-026,2024-02,Delhi,Track,18,Low,Medium,0,0,0,0,0
SEG-026,2024-03,Delhi,Track,18,Low,Medium,0,0,0,0,0
SEG-026,2024-04,Delhi,Track,18,Low,Medium,0,0,0,0,0
SEG-026,2024-05,Delhi,Track,18,Low,Medium,0,0,0,0,0
SEG-026,2024-06,Delhi,Track,18,Low,Medium,0,0,0,0,1
SEG-026,2024-07,Delhi,Track,18,Low,Medium,0,0,0,0,1
SEG-026,2024-08,Delhi,Track,18,Low,Medium,0,0,0,0,1
SEG-026,2024-09,Delhi,Track,18,Low,Medium,0,0,0,0,1
SEG-026,2024-10,Delhi,Track,18,Low,Medium,0,0,0,0,0
SEG-026,2024-11,Delhi,Track,18,Low,Medium,0,0,0,0,0
SEG-026,2024-12,Delhi,Track,18,Low,Medium,0,0,0,0,0
SEG-026,2025-01,Delhi,Track,18,Low,Medium,0,0,0,0,0
SEG-026,2025-02,Delhi,Track,18,Low,Medium,0,0,0,0,0
SEG-026,2025-03,Delhi,Track,18,Low,Medium,0,0,0,0,0
SEG-026,2025-04,Delhi,Track,18,Low,Medium,0,0,0,0,0
SEG-026,2025-05,Delhi,Track,18,Low,Medium,0,0,0,0,0
SEG-026,2025-06,Delhi,Track,18,Low,Medium,0,0,0,0,1
SEG-026,2025-07,Delhi,Track,18,Low,Medium,0,0,0,0,1
SEG-026,2025-08,Delhi,Track,18,Low,Medium,0,0,0,0,1
SEG-026,2025-09,Delhi,Track,18,Low,Medium,0,0,0,0,1
SEG-026,2025-10,Delhi,Track,18,Low,Medium,0,0,0,0,0
SEG-026,2025-11,Delhi,Track,18,Low,Medium,0,0,0,0,0
SEG-026,2025-12,Delhi,Track,18,Low,Medium,0,0,0,0,0
SEG-027,2024-01,Agra,S&T,20,Medium,Medium,0,0,0,0,0
SEG-027,2024-02,Agra,S&T,20,Medium,Medium,0,0,0,0,0
SEG-027,2024-03,Agra,S&T,20,Medium,Medium,0,0,0,0,0
SEG-027,2024-04,Agra,S&T,20,Medium,Medium,0,0,0,0,0
SEG-027,2024-05,Agra,S&T,20,Medium,Medium,0,0,0,0,0
SEG-027,2024-06,Agra,S&T,20,Medium,Medium,0,0,0,0,1
SEG-027,2024-07,Agra,S&T,20,Medium,Medium,0,0,0,0,1
SEG-027,2024-08,Agra,S&T,20,Medium,Medium,0,0,0,0,1
SEG-027,2024-09,Agra,S&T,20,Medium,Medium,0,0,0,0,1
SEG-027,2024-10,Agra,S&T,20,Medium,Medium,0,0,0,0,0
SEG-027,2024-11,Agra,S&T,20,Medium,Medium,0,0,0,0,0
SEG-027,2024-12,Agra,S&T,20,Medium,Medium,0,0,0,0,0
SEG-027,2025-01,Agra,S&T,20,Medium,Medium,0,0,0,0,0
SEG-027,2025-02,Agra,S&T,20,Medium,Medium,0,0,0,0,0
SEG-027,2025-03,Agra,S&T,20,Medium,Medium,0,0,0,0,0
SEG-027,2025-04,Agra,S&T,20,Medium,Medium,0,0,0,0,0
SEG-027,2025-05,Agra,S&T,20,Medium,Medium,0,0,0,0,0
SEG-027,2025-06,Agra,S&T,20,Medium,Medium,0,0,0,0,1
SEG-027,2025-07,Agra,S&T,20,Medium,Medium,0,0,0,0,1
SEG-027,2025-08,Agra,S&T,20,Medium,Medium,0,0,0,0,1
SEG-027,2025-09,Agra,S&T,20,Medium,Medium,0,0,0,0,1
SEG-027,2025-10,Agra,S&T,20,Medium,Medium,0,0,0,0,0
SEG-027,2025-11,Agra,S&T,20,Medium,Medium,0,0,0,0,0
SEG-027,2025-12,Agra,S&T,20,Medium,Medium,0,0,0,0,0
SEG-028,2024-01,Delhi,S&T,36,Medium,Low,0,0,0,0,0
SEG-028,2024-02,Delhi,S&T,36,Medium,Low,0,0,0,0,0
SEG-028,2024-03,Delhi,S&T,36,Medium,Low,0,0,0,0,0
SEG-028,2024-04,Delhi,S&T,36,Medium,Low,0,0,0,0,0
SEG-028,2024-05,Delhi,S&T,36,Medium,Low,0,0,0,0,0
SEG-028,2024-06,Delhi,S&T,36,Medium,Low,0,0,0,0,1
SEG-028,2024-07,Delhi,S&T,36,Medium,Low,0,0,0,0,1
SEG-028,2024-08,Delhi,S&T,36,Medium,Low,0,0,0,0,1
SEG-028,2024-09,Delhi,S&T,36,Medium,Low,0,0,0,0,1
SEG-028,2024-10,Delhi,S&T,36,Medium,Low,0,0,0,0,0
SEG-028,2024-11,Delhi,S&T,36,Medium,Low,0,0,0,0,0
SEG-028,2024-12,Delhi,S&T,36,Medium,Low,0,0,0,0,0
SEG-028,2025-01,Delhi,S&T,36,Medium,Low,0,0,0,0,0
SEG-028,2025-02,Delhi,S&T,36,Medium,Low,0,0,0,0,0
SEG-028,2025-03,Delhi,S&T,36,Medium,Low,0,0,0,0,0
SEG-028,2025-04,Delhi,S&T,36,Medium,Low,0,0,0,0,0
SEG-028,2025-05,Delhi,S&T,36,Medium,Low,0,0,0,0,0
SEG-028,2025-06,Delhi,S&T,36,Medium,Low,0,0,0,0,1
SEG-028,2025-07,Delhi,S&T,36,Medium,Low,0,0,0,0,1
SEG-028,2025-08,Delhi,S&T,36,Medium,Low,0,0,0,0,1
SEG-028,2025-09,Delhi,S&T,36,Medium,Low,0,0,0,0,1
SEG-028,2025-10,Delhi,S&T,36,Medium,Low,0,0,0,0,0
SEG-028,2025-11,Delhi,S&T,36,Medium,Low,0,0,0,0,0
SEG-028,2025-12,Delhi,S&T,36,Medium,Low,0,0,0,0,0
SEG-029,2024-01,Agra,Traction/OHE,22,Low,Low,0,0,0,0,0
SEG-029,2024-02,Agra,Traction/OHE,22,Low,Low,0,0,0,0,0
SEG-029,2024-03,Agra,Traction/OHE,22,Low,Low,0,0,0,0,0
SEG-029,2024-04,Agra,Traction/OHE,22,Low,Low,0,0,0,0,0
SEG-029,2024-05,Agra,Traction/OHE,22,Low,Low,0,0,0,0,0
SEG-029,2024-06,Agra,Traction/OHE,22,Low,Low,0,0,0,0,1
SEG-029,2024-07,Agra,Traction/OHE,22,Low,Low,0,0,0,0,1
SEG-029,2024-08,Agra,Traction/OHE,22,Low,Low,0,0,0,0,1
SEG-029,2024-09,Agra,Traction/OHE,22,Low,Low,0,0,0,0,1
SEG-029,2024-10,Agra,Traction/OHE,22,Low,Low,0,0,0,0,0
SEG-029,2024-11,Agra,Traction/OHE,22,Low,Low,0,0,0,0,0
SEG-029,2024-12,Agra,Traction/OHE,22,Low,Low,0,0,0,0,0
SEG-029,2025-01,Agra,Traction/OHE,22,Low,Low,0,0,0,0,0
SEG-029,2025-02,Agra,Traction/OHE,22,Low,Low,0,0,0,0,0
SEG-029,2025-03,Agra,Traction/OHE,22,Low,Low,0,0,0,0,0
SEG-029,2025-04,Agra,Traction/OHE,22,Low,Low,0,0,0,0,0
SEG-029,2025-05,Agra,Traction/OHE,22,Low,Low,0,0,0,0,0
SEG-029,2025-06,Agra,Traction/OHE,22,Low,Low,0,0,0,0,1
SEG-029,2025-07,Agra,Traction/OHE,22,Low,Low,0,0,0,0,1
SEG-029,2025-08,Agra,Traction/OHE,22,Low,Low,0,0,0,0,1
SEG-029,2025-09,Agra,Traction/OHE,22,Low,Low,0,0,0,0,1
SEG-029,2025-10,Agra,Traction/OHE,22,Low,Low,0,0,0,0,0
SEG-029,2025-11,Agra,Traction/OHE,22,Low,Low,0,0,0,0,0
SEG-029,2025-12,Agra,Traction/OHE,22,Low,Low,0,0,0,0,0
SEG-030,2024-01,Delhi,Traction/OHE,29,Low,Medium,0,0,0,0,0
SEG-030,2024-02,Delhi,Traction/OHE,29,Low,Medium,0,0,0,0,0
SEG-030,2024-03,Delhi,Traction/OHE,29,Low,Medium,0,0,0,0,0
SEG-030,2024-04,Delhi,Traction/OHE,29,Low,Medium,0,0,0,0,0
SEG-030,2024-05,Delhi,Traction/OHE,29,Low,Medium,0,0,0,0,0
SEG-030,2024-06,Delhi,Traction/OHE,29,Low,Medium,0,0,0,0,1
SEG-030,2024-07,Delhi,Traction/OHE,29,Low,Medium,0,0,0,0,1
SEG-030,2024-08,Delhi,Traction/OHE,29,Low,Medium,0,0,0,0,1
SEG-030,2024-09,Delhi,Traction/OHE,29,Low,Medium,0,0,0,0,1
SEG-030,2024-10,Delhi,Traction/OHE,29,Low,Medium,0,0,0,0,0
SEG-030,2024-11,Delhi,Traction/OHE,29,Low,Medium,0,0,0,0,0
SEG-030,2024-12,Delhi,Traction/OHE,29,Low,Medium,0,0,0,0,0
SEG-030,2025-01,Delhi,Traction/OHE,29,Low,Medium,0,0,0,0,0
SEG-030,2025-02,Delhi,Traction/OHE,29,Low,Medium,0,0,0,0,0
