date,segment_id,asset_type,base_daily_hazard,grade3_defects_previous_90d,overdue_tasks_active,age_years,freight_density_class,monsoon_exposure,monsoon_month,grade3_cluster_multiplier,monsoon_multiplier,freight_age_multiplier,overdue_multiplier,total_hazard_multiplier,daily_failure_hazard
2024-02-27,SEG-029,Traction/OHE,0.00055,0,0,22,Low,Low,0,1.0,1.0,1.0,1.0,0.9,0.000495
2024-02-27,SEG-030,Traction/OHE,0.00055,0,0,29,Low,Medium,0,1.0,1.0,1.0,1.0,1.0,0.00055
2024-02-27,SEG-031,Track,0.0007,0,0,44,Medium,Medium,0,1.0,1.0,1.0,1.0,1.45,0.001015
2024-02-27,SEG-032,Track,0.0007,0,1,35,Low,High,0,1.0,1.0,1.0,1.5,2.71875,0.0019031250000000003
2024-02-27,SEG-033,S&T,0.0005,0,0,14,Low,High,0,1.0,1.0,1.0,1.0,1.25,0.000625
2024-02-27,SEG-034,S&T,0.0005,0,0,42,Low,Low,0,1.0,1.0,1.0,1.0,1.305,0.0006525
2024-02-27,SEG-035,Traction/OHE,0.00055,0,0,36,Medium,Low,0,1.0,1.0,1.0,1.0,1.9575,0.001076625
2024-02-27,SEG-036,Traction/OHE,0.00055,0,0,8,Low,High,0,1.0,1.0,1.0,1.0,1.875,0.00103125
2024-02-27,SEG-037,Track,0.0007,0,0,21,Low,Low,0,1.0,1.0,1.0,1.0,1.35,0.000945
2024-02-27,SEG-038,Track,0.0007,0,0,37,High,Medium,0,1.0,1.0,2.0,1.0,2.9,0.00203
2024-02-27,SEG-039,S&T,0.0005,0,0,39,Medium,High,0,1.0,1.0,1.0,1.0,1.8125,0.0009062499999999999
2024-02-27,SEG-040,S&T,0.0005,0,0,28,High,Medium,0,1.0,1.0,1.0,1.0,1.0,0.0005
2024-02-27,SEG-041,Traction/OHE,0.00055,0,0,40,Medium,Medium,0,1.0,1.0,1.0,1.0,1.45,0.0007975
2024-02-27,SEG-042,Traction/OHE,0.00055,0,0,15,Low,Medium,0,1.0,1.0,1.0,1.0,1.25,0.0006875000000000001
2024-02-27,SEG-043,Track,0.0007,0,0,45,Medium,Low,0,1.0,1.0,1.0,1.0,1.305,0.0009135
2024-02-27,SEG-044,Track,0.0007,0,0,24,Medium,Low,0,1.0,1.0,1.0,1.0,0.9,0.00063
2024-02-27,SEG-045,S&T,0.0005,0,0,12,Low,Medium,0,1.0,1.0,1.0,1.0,1.0,0.0005
2024-02-27,SEG-046,S&T,0.0005,0,0,40,High,High,0,1.0,1.0,2.0,1.0,4.35,0.002175
2024-02-27,SEG-047,Traction/OHE,0.00055,0,0,18,High,Low,0,1.0,1.0,1.0,1.0,0.9,0.000495
2024-02-27,SEG-048,Traction/OHE,0.00055,0,0,41,Medium,Low,0,1.0,1.0,1.0,1.0,1.305,0.0007177500000000001
2024-02-27,SEG-049,Track,0.0007,0,0,16,Low,Medium,0,1.0,1.0,1.0,1.0,1.2,0.0008399999999999999
2024-02-27,SEG-050,Track,0.0007,0,0,21,Low,Medium,0,1.0,1.0,1.0,1.0,1.0,0.0007
2024-02-28,SEG-001,Track,0.0007,0,0,48,Low,Low,0,1.0,1.0,1.0,1.0,1.305,0.0009135
2024-02-28,SEG-002,Track,0.0007,0,0,42,Low,Low,0,1.0,1.0,1.0,1.0,1.305,0.0009135
2024-02-28,SEG-003,S&T,0.0005,0,0,9,Medium,Medium,0,1.0,1.0,1.0,1.0,1.0,0.0005
2024-02-28,SEG-004,S&T,0.0005,0,0,25,Medium,High,0,1.0,1.0,1.0,1.0,1.5625,0.00078125
2024-02-28,SEG-005,Traction/OHE,0.00055,0,0,17,Medium,Low,0,1.0,1.0,1.0,1.0,0.9,0.000495
2024-02-28,SEG-006,Traction/OHE,0.00055,0,0,30,Medium,Medium,0,1.0,1.0,1.0,1.0,1.0,0.00055
2024-02-28,SEG-007,Track,0.0007,0,0,32,High,Medium,0,1.0,1.0,2.0,1.0,2.9,0.00203
2024-02-28,SEG-008,Track,0.0007,0,0,20,Low,Low,0,1.0,1.0,1.0,1.0,0.9,0.00063
2024-02-28,SEG-009,S&T,0.0005,0,0,22,High,Medium,0,1.0,1.0,1.0,1.0,1.25,0.000625
2024-02-28,SEG-010,S&T,0.0005,0,0,30,Medium,High,0,1.0,1.0,1.0,1.0,1.25,0.000625
2024-02-28,SEG-011,Traction/OHE,0.00055,0,0,18,Low,Medium,0,1.0,1.0,1.0,1.0,1.0,0.00055
2024-02-28,SEG-012,Traction/OHE,0.00055,0,0,43,Low,High,0,1.0,1.0,1.0,1.0,1.8125,0.000996875
2024-02-28,SEG-013,Track,0.0007,0,0,28,Medium,High,0,1.0,1.0,1.0,1.0,1.25,0.000875
2024-02-28,SEG-014,Track,0.0007,0,0,21,Medium,High,0,1.0,1.0,1.0,1.0,1.25,0.000875
2024-02-28,SEG-015,S&T,0.0005,0,0,23,Medium,Medium,0,1.0,1.0,1.0,1.0,1.0,0.0005
2024-02-28,SEG-016,S&T,0.0005,0,0,31,Low,Medium,0,1.0,1.0,1.0,1.0,1.74,0.0008699999999999999
2024-02-28,SEG-017,Traction/OHE,0.00055,0,1,15,Medium,Medium,0,1.0,1.0,1.0,1.5,1.5,0.000825
2024-02-28,SEG-018,Traction/OHE,0.00055,0,0,46,High,High,0,1.0,1.0,2.0,1.0,4.53125,0.0024921874999999996
2024-02-28,SEG-019,Track,0.0007,0,0,15,Medium,Low,0,1.0,1.0,1.0,1.0,0.9,0.00063
2024-02-28,SEG-020,Track,0.0007,0,0,35,Medium,Medium,0,1.0,1.0,1.0,1.0,1.45,0.001015
2024-02-28,SEG-021,S&T,0.0005,0,0,19,High,Medium,0,1.0,1.0,1.0,1.0,1.0,0.0005
2024-02-28,SEG-022,S&T,0.0005,0,0,20,High,Medium,0,1.0,1.0,1.0,1.0,1.0,0.0005
2024-02-28,SEG-023,Traction/OHE,0.00055,0,0,8,Medium,Low,0,1.0,1.0,1.0,1.0,0.9,0.000495
2024-02-28,SEG-024,Traction/OHE,0.00055,0,1,27,Low,Medium,0,1.0,1.0,1.0,1.5,1.5,0.000825
2024-02-28,SEG-025,Track,0.0007,0,0,12,Medium,Low,0,1.0,1.0,1.0,1.0,1.125,0.0007875
2024-02-28,SEG-026,Track,0.0007,0,0,18,Low,Medium,0,1.0,1.0,1.0,1.0,1.2,0.0008399999999999999
2024-02-28,SEG-027,S&T,0.0005,0,0,20,Medium,Medium,0,1.0,1.0,1.0,1.0,1.0,0.0005
2024-02-28,SEG-028,S&T,0.0005,0,0,36,Medium,Low,0,1.0,1.0,1.0,1.0,1.305,0.0006525
2024-02-28,SEG-029,Traction/OHE,0.00055,0,0,22,Low,Low,0,1.0,1.0,1.0,1.0,0.9,0.000495
2024-02-28,SEG-030,Traction/OHE,0.00055,0,0,29,Low,Medium,0,1.0,1.0,1.0,1.0,1.0,0.00055
2024-02-28,SEG-031,Track,0.0007,0,0,44,Medium,Medium,0,1.0,1.0,1.0,1.0,1.45,0.001015
2024-02-28,SEG-032,Track,0.0007,0,1,35,Low,High,0,1.0,1.0,1.0,1.5,2.71875,0.0019031250000000003
2024-02-28,SEG-033,S&T,0.0005,0,0,14,Low,High,0,1.0,1.0,1.0,1.0,1.25,0.000625
2024-02-28,SEG-034,S&T,0.0005,0,0,42,Low,Low,0,1.0,1.0,1.0,1.0,1.305,0.0006525
2024-02-28,SEG-035,Traction/OHE,0.00055,0,0,36,Medium,Low,0,1.0,1.0,1.0,1.0,1.9575,0.001076625
2024-02-28,SEG-036,Traction/OHE,0.00055,0,0,8,Low,High,0,1.0,1.0,1.0,1.0,1.875,0.00103125
2024-02-28,SEG-037,Track,0.0007,0,0,21,Low,Low,0,1.0,1.0,1.0,1.0,1.35,0.000945
2024-02-28,SEG-038,Track,0.0007,0,0,37,High,Medium,0,1.0,1.0,2.0,1.0,2.9,0.00203
2024-02-28,SEG-039,S&T,0.0005,0,0,39,Medium,High,0,1.0,1.0,1.0,1.0,1.8125,0.0009062499999999999
2024-02-28,SEG-040,S&T,0.0005,0,0,28,High,Medium,0,1.0,1.0,1.0,1.0,1.0,0.0005
2024-02-28,SEG-041,Traction/OHE,0.00055,0,0,40,Medium,Medium,0,1.0,1.0,1.0,1.0,1.45,0.0007975
2024-02-28,SEG-042,Traction/OHE,0.00055,0,0,15,Low,Medium,0,1.0,1.0,1.0,1.0,1.25,0.0006875000000000001
2024-02-28,SEG-043,Track,0.0007,0,0,45,Medium,Low,0,1.0,1.0,1.0,1.0,1.305,0.0009135
2024-02-28,SEG-044,Track,0.0007,0,0,24,Medium,Low,0,1.0,1.0,1.0,1.0,0.9,0.00063
2024-02-28,SEG-045,S&T,0.0005,0,0,12,Low,Medium,0,1.0,1.0,1.0,1.0,1.0,0.0005
2024-02-28,SEG-046,S&T,0.0005,0,0,40,High,High,0,1.0,1.0,2.0,1.0,4.35,0.002175
2024-02-28,SEG-047,Traction/OHE,0.00055,0,0,18,High,Low,0,1.0,1.0,1.0,1.0,0.9,0.000495
2024-02-28,SEG-048,Traction/OHE,0.00055,0,0,41,Medium,Low,0,1.0,1.0,1.0,1.0,1.305,0.0007177500000000001
2024-02-28,SEG-049,Track,0.0007,0,0,16,Low,Medium,0,1.0,1.0,1.0,1.0,1.2,0.0008399999999999999
2024-02-28,SEG-050,Track,0.0007,0,0,21,Low,Medium,0,1.0,1.0,1.0,1.0,1.0,0.0007
2024-02-29,SEG-001,Track,0.0007,0,0,48,Low,Low,0,1.0,1.0,1.0,1.0,1.305,0.0009135
2024-02-29,SEG-002,Track,0.0007,0,0,42,Low,Low,0,1.0,1.0,1.0,1.0,1.305,0.0009135
2024-02-29,SEG-003,S&T,0.0005,0,0,9,Medium,Medium,0,1.0,1.0,1.0,1.0,1.0,0.0005
2024-02-29,SEG-004,S&T,0.0005,0,0,25,Medium,High,0,1.0,1.0,1.0,1.0,1.5625,0.00078125
2024-02-29,SEG-005,Traction/OHE,0.00055,0,0,17,Medium,Low,0,1.0,1.0,1.0,1.0,0.9,0.000495
2024-02-29,SEG-006,Traction/OHE,0.00055,0,0,30,Medium,Medium,0,1.0,1.0,1.0,1.0,1.0,0.00055
2024-02-29,SEG-007,Track,0.0007,0,0,32,High,Medium,0,1.0,1.0,2.0,1.0,2.9,0.00203
2024-02-29,SEG-008,Track,0.0007,0,0,20,Low,Low,0,1.0,1.0,1.0,1.0,0.9,0.00063
2024-02-29,SEG-009,S&T,0.0005,0,0,22,High,Medium,0,1.0,1.0,1.0,1.0,1.25,0.000625
2024-02-29,SEG-010,S&T,0.0005,0,0,30,Medium,High,0,1.0,1.0,1.0,1.0,1.25,0.000625
2024-02-29,SEG-011,Traction/OHE,0.00055,0,0,18,Low,Medium,0,1.0,1.0,1.0,1.0,1.0,0.00055
2024-02-29,SEG-012,Traction/OHE,0.00055,0,0,43,Low,High,0,1.0,1.0,1.0,1.0,1.8125,0.000996875
2024-02-29,SEG-013,Track,0.0007,0,0,28,Medium,High,0,1.0,1.0,1.0,1.0,1.25,0.000875
2024-02-29,SEG-014,Track,0.0007,0,0,21,Medium,High,0,1.0,1.0,1.0,1.0,1.25,0.000875
2024-02-29,SEG-015,S&T,0.0005,0,0,23,Medium,Medium,0,1.0,1.0,1.0,1.0,1.0,0.0005
2024-02-29,SEG-016,S&T,0.0005,0,0,31,Low,Medium,0,1.0,1.0,1.0,1.0,1.74,0.0008699999999999999
2024-02-29,SEG-017,Traction/OHE,0.00055,0,1,15,Medium,Medium,0,1.0,1.0,1.0,1.5,1.5,0.000825
2024-02-29,SEG-018,Traction/OHE,0.00055,0,0,46,High,High,0,1.0,1.0,2.0,1.0,4.53125,0.0024921874999999996
2024-02-29,SEG-019,Track,0.0007,0,0,15,Medium,Low,0,1.0,1.0,1.0,1.0,0.9,0.00063
2024-02-29,SEG-020,Track,0.0007,0,0,35,Medium,Medium,0,1.0,1.0,1.0,1.0,1.45,0.001015
2024-02-29,SEG-021,S&T,0.0005,0,0,19,High,Medium,0,1.0,1.0,1.0,1.0,1.0,0.0005
2024-02-29,SEG-022,S&T,0.0005,0,0,20,High,Medium,0,1.0,1.0,1.0,1.0,1.0,0.0005
2024-02-29,SEG-023,Traction/OHE,0.00055,0,0,8,Medium,Low,0,1.0,1.0,1.0,1.0,0.9,0.000495
2024-02-29,SEG-024,Traction/OHE,0.00055,0,1,27,Low,Medium,0,1.0,1.0,1.0,1.5,1.5,0.000825
2024-02-29,SEG-025,Track,0.0007,0,0,12,Medium,Low,0,1.0,1.0,1.0,1.0,1.125,0.0007875
2024-02-29,SEG-026,Track,0.0007,0,0,18,Low,Medium,0,1.0,1.0,1.0,1.0,1.2,0.0008399999999999999
2024-02-29,SEG-027,S&T,0.0005,0,0,20,Medium,Medium,0,1.0,1.0,1.0,1.0,1.0,0.0005
2024-02-29,SEG-028,S&T,0.0005,0,0,36,Medium,Low,0,1.0,1.0,1.0,1.0,1.305,0.0006525
2024-02-29,SEG-029,Traction/OHE,0.00055,0,0,22,Low,Low,0,1.0,1.0,1.0,1.0,0.9,0.000495
2024-02-29,SEG-030,Traction/OHE,0.00055,0,0,29,Low,Medium,0,1.0,1.0,1.0,1.0,1.0,0.00055
2024-02-29,SEG-031,Track,0.0007,0,0,44,Medium,Medium,0,1.0,1.0,1.0,1.0,1.45,0.001015
2024-02-29,SEG-032,Track,0.0007,0,1,35,Low,High,0,1.0,1.0,1.0,1.5,2.71875,0.0019031250000000003
2024-02-29,SEG-033,S&T,0.0005,0,0,14,Low,High,0,1.0,1.0,1.0,1.0,1.25,0.000625
2024-02-29,SEG-034,S&T,0.0005,0,0,42,Low,Low,0,1.0,1.0,1.0,1.0,1.305,0.0006525
2024-02-29,SEG-035,Traction/OHE,0.00055,0,0,36,Medium,Low,0,1.0,1.0,1.0,1.0,1.9575,0.001076625
2024-02-29,SEG-036,Traction/OHE,0.00055,0,0,8,Low,High,0,1.0,1.0,1.0,1.0,1.875,0.00103125
2024-02-29,SEG-037,Track,0.0007,0,0,21,Low,Low,0,1.0,1.0,1.0,1.0,1.35,0.000945
2024-02-29,SEG-038,Track,0.0007,0,0,37,High,Medium,0,1.0,1.0,2.0,1.0,2.9,0.00203
2024-02-29,SEG-039,S&T,0.0005,0,0,39,Medium,High,0,1.0,1.0,1.0,1.0,1.8125,0.0009062499999999999
2024-02-29,SEG-040,S&T,0.0005,0,0,28,High,Medium,0,1.0,1.0,1.0,1.0,1.0,0.0005
2024-02-29,SEG-041,Traction/OHE,0.00055,0,0,40,Medium,Medium,0,1.0,1.0,1.0,1.0,1.45,0.0007975
2024-02-29,SEG-042,Traction/OHE,0.00055,0,0,15,Low,Medium,0,1.0,1.0,1.0,1.0,1.25,0.0006875000000000001
2024-02-29,SEG-043,Track,0.0007,0,0,45,Medium,Low,0,1.0,1.0,1.0,1.0,1.305,0.0009135
2024-02-29,SEG-044,Track,0.0007,0,0,24,Medium,Low,0,1.0,1.0,1.0,1.0,0.9,0.00063
2024-02-29,SEG-045,S&T,0.0005,0,0,12,Low,Medium,0,1.0,1.0,1.0,1.0,1.0,0.0005
2024-02-29,SEG-046,S&T,0.0005,0,0,40,High,High,0,1.0,1.0,2.0,1.0,4.35,0.002175
2024-02-29,SEG-047,Traction/OHE,0.00055,0,0,18,High,Low,0,1.0,1.0,1.0,1.0,0.9,0.000495
2024-02-29,SEG-048,Traction/OHE,0.00055,0,0,41,Medium,Low,0,1.0,1.0,1.0,1.0,1.305,0.0007177500000000001
2024-02-29,SEG-049,Track,0.0007,0,0,16,Low,Medium,0,1.0,1.0,1.0,1.0,1.2,0.0008399999999999999
2024-02-29,SEG-050,Track,0.0007,0,0,21,Low,Medium,0,1.0,1.0,1.0,1.0,1.0,0.0007
2024-03-01,SEG-001,Track,0.0007,0,0,48,Low,Low,0,1.0,1.0,1.0,1.0,1.305,0.0009135
2024-03-01,SEG-002,Track,0.0007,0,0,42,Low,Low,0,1.0,1.0,1.0,1.0,1.305,0.0009135
2024-03-01,SEG-003,S&T,0.0005,0,0,9,Medium,Medium,0,1.0,1.0,1.0,1.0,1.0,0.0005
2024-03-01,SEG-004,S&T,0.0005,0,0,25,Medium,High,0,1.0,1.0,1.0,1.0,1.5625,0.00078125
2024-03-01,SEG-005,Traction/OHE,0.00055,0,0,17,Medium,Low,0,1.0,1.0,1.0,1.0,0.9,0.000495
2024-03-01,SEG-006,Traction/OHE,0.00055,0,0,30,Medium,Medium,0,1.0,1.0,1.0,1.0,1.0,0.00055
2024-03-01,SEG-007,Track,0.0007,0,0,32,High,Medium,0,1.0,1.0,2.0,1.0,2.9,0.00203
2024-03-01,SEG-008,Track,0.0007,0,0,20,Low,Low,0,1.0,1.0,1.0,1.0,0.9,0.00063
2024-03-01,SEG-009,S&T,0.0005,0,0,22,High,Medium,0,1.0,1.0,1.0,1.0,1.25,0.000625
2024-03-01,SEG-010,S&T,0.0005,0,0,30,Medium,High,0,1.0,1.0,1.0,1.0,1.25,0.000625
2024-03-01,SEG-011,Traction/OHE,0.00055,0,0,18,Low,Medium,0,1.0,1.0,1.0,1.0,1.0,0.00055
2024-03-01,SEG-012,Traction/OHE,0.00055,0,0,43,Low,High,0,1.0,1.0,1.0,1.0,1.8125,0.000996875
2024-03-01,SEG-013,Track,0.0007,0,0,28,Medium,High,0,1.0,1.0,1.0,1.0,1.25,0.000875
2024-03-01,SEG-014,Track,0.0007,0,0,21,Medium,High,0,1.0,1.0,1.0,1.0,1.25,0.000875
2024-03-01,SEG-015,S&T,0.0005,0,0,23,Medium,Medium,0,1.0,1.0,1.0,1.0,1.0,0.0005
2024-03-01,SEG-016,S&T,0.0005,0,0,31,Low,Medium,0,1.0,1.0,1.0,1.0,1.74,0.0008699999999999999
2024-03-01,SEG-017,Traction/OHE,0.00055,0,1,15,Medium,Medium,0,1.0,1.0,1.0,1.5,1.5,0.000825
2024-03-01,SEG-018,Traction/OHE,0.00055,0,0,46,High,High,0,1.0,1.0,2.0,1.0,4.53125,0.0024921874999999996
2024-03-01,SEG-019,Track,0.0007,0,0,15,Medium,Low,0,1.0,1.0,1.0,1.0,0.9,0.00063
2024-03-01,SEG-020,Track,0.0007,0,0,35,Medium,Medium,0,1.0,1.0,1.0,1.0,1.45,0.001015
2024-03-01,SEG-021,S&T,0.0005,0,0,19,High,Medium,0,1.0,1.0,1.0,1.0,1.0,0.0005
2024-03-01,SEG-022,S&T,0.0005,0,0,20,High,Medium,0,1.0,1.0,1.0,1.0,1.0,0.0005
2024-03-01,SEG-023,Traction/OHE,0.00055,0,0,8,Medium,Low,0,1.0,1.0,1.0,1.0,0.9,0.000495
2024-03-01,SEG-024,Traction/OHE,0.00055,0,1,27,Low,Medium,0,1.0,1.0,1.0,1.5,1.5,0.000825
2024-03-01,SEG-025,Track,0.0007,0,0,12,Medium,Low,0,1.0,1.0,1.0,1.0,1.125,0.0007875
2024-03-01,SEG-026,Track,0.0007,0,0,18,Low,Medium,0,1.0,1.0,1.0,1.0,1.2,0.0008399999999999999
2024-03-01,SEG-027,S&T,0.0005,0,0,20,Medium,Medium,0,1.0,1.0,1.0,1.0,1.0,0.0005
2024-03-01,SEG-028,S&T,0.0005,0,0,36,Medium,Low,0,1.0,1.0,1.0,1.0,1.305,0.0006525
2024-03-01,SEG-029,Traction/OHE,0.00055,0,0,22,Low,Low,0,1.0,1.0,1.0,1.0,0.9,0.000495
2024-03-01,SEG-030,Traction/OHE,0.00055,0,0,29,Low,Medium,0,1.0,1.0,1.0,1.0,1.0,0.00055
2024-03-01,SEG-031,Track,0.0007,0,1,44,Medium,Medium,0,1.0,1.0,1.0,1.5,2.175,0.0015225
2024-03-01,SEG-032,Track,0.0007,0,1,35,Low,High,0,1.0,1.0,1.0,1.5,2.71875,0.0019031250000000003
2024-03-01,SEG-033,S&T,0.0005,0,0,14,Low,High,0,1.0,1.0,1.0,1.0,1.25,0.000625
2024-03-01,SEG-034,S&T,0.0005,0,0,42,Low,Low,0,1.0,1.0,1.0,1.0,1.305,0.0006525
2024-03-01,SEG-035,Traction/OHE,0.00055,0,0,36,Medium,Low,0,1.0,1.0,1.0,1.0,1.9575,0.001076625
2024-03-01,SEG-036,Traction/OHE,0.00055,0,0,8,Low,High,0,1.0,1.0,1.0,1.0,1.875,0.00103125
2024-03-01,SEG-037,Track,0.0007,0,0,21,Low,Low,0,1.0,1.0,1.0,1.0,1.35,0.000945
2024-03-01,SEG-038,Track,0.0007,0,0,37,High,Medium,0,1.0,1.0,2.0,1.0,2.9,0.00203
2024-03-01,SEG-039,S&T,0.0005,0,0,39,Medium,High,0,1.0,1.0,1.0,1.0,1.8125,0.0009062499999999999
2024-03-01,SEG-040,S&T,0.0005,0,0,28,High,Medium,0,1.0,1.0,1.0,1.0,1.0,0.0005
2024-03-01,SEG-041,Traction/OHE,0.00055,0,0,40,Medium,Medium,0,1.0,1.0,1.0,1.0,1.45,0.0007975
2024-03-01,SEG-042,Traction/OHE,0.00055,0,0,15,Low,Medium,0,1.0,1.0,1.0,1.0,1.25,0.0006875000000000001
2024-03-01,SEG-043,Track,0.0007,0,0,45,Medium,Low,0,1.0,1.0,1.0,1.0,1.305,0.0009135
2024-03-01,SEG-044,Track,0.0007,0,0,24,Medium,Low,0,1.0,1.0,1.0,1.0,0.9,0.00063
2024-03-01,SEG-045,S&T,0.0005,0,0,12,Low,Medium,0,1.0,1.0,1.0,1.0,1.0,0.0005
2024-03-01,SEG-046,S&T,0.0005,0,0,40,High,High,0,1.0,1.0,2.0,1.0,4.35,0.002175
2024-03-01,SEG-047,Traction/OHE,0.00055,0,0,18,High,Low,0,1.0,1.0,1.0,1.0,0.9,0.000495
2024-03-01,SEG-048,Traction/OHE,0.00055,0,0,41,Medium,Low,0,1.0,1.0,1.0,1.0,1.305,0.0007177500000000001
2024-03-01,SEG-049,Track,0.0007,0,0,16,Low,Medium,0,1.0,1.0,1.0,1.0,1.2,0.0008399999999999999
2024-03-01,SEG-050,Track,0.0007,0,0,21,Low,Medium,0,1.0,1.0,1.0,1.0,1.0,0.0007
2024-03-02,SEG-001,Track,0.0007,0,0,48,Low,Low,0,1.0,1.0,1.0,1.0,1.305,0.0009135
2024-03-02,SEG-002,Track,0.0007,0,0,42,Low,Low,0,1.0,1.0,1.0,1.0,1.305,0.0009135
2024-03-02,SEG-003,S&T,0.0005,0,0,9,Medium,Medium,0,1.0,1.0,1.0,1.0,1.0,0.0005
2024-03-02,SEG-004,S&T,0.0005,0,0,25,Medium,High,0,1.0,1.0,1.0,1.0,1.5625,0.00078125
2024-03-02,SEG-005,Traction/OHE,0.00055,0,0,17,Medium,Low,0,1.0,1.0,1.0,1.0,0.9,0.000495
2024-03-02,SEG-006,Traction/OHE,0.00055,0,0,30,Medium,Medium,0,1.0,1.0,1.0,1.0,1.0,0.00055
2024-03-02,SEG-007,Track,0.0007,0,0,32,High,Medium,0,1.0,1.0,2.0,1.0,2.9,0.00203
2024-03-02,SEG-008,Track,0.0007,0,0,20,Low,Low,0,1.0,1.0,1.0,1.0,0.9,0.00063
2024-03-02,SEG-009,S&T,0.0005,0,0,22,High,Medium,0,1.0,1.0,1.0,1.0,1.25,0.000625
2024-03-02,SEG-010,S&T,0.0005,0,0,30,Medium,High,0,1.0,1.0,1.0,1.0,1.25,0.000625
2024-03-02,SEG-011,Traction/OHE,0.00055,0,0,18,Low,Medium,0,1.0,1.0,1.0,1.0,1.0,0.00055
2024-03-02,SEG-012,Traction/OHE,0.00055,0,0,43,Low,High,0,1.0,1.0,1.0,1.0,1.8125,0.000996875
2024-03-02,SEG-013,Track,0.0007,0,0,28,Medium,High,0,1.0,1.0,1.0,1.0,1.25,0.000875
2024-03-02,SEG-014,Track,0.0007,0,0,21,Medium,High,0,1.0,1.0,1.0,1.0,1.25,0.000875
2024-03-02,SEG-015,S&T,0.0005,0,0,23,Medium,Medium,0,1.0,1.0,1.0,1.0,1.0,0.0005
2024-03-02,SEG-016,S&T,0.0005,0,0,31,Low,Medium,0,1.0,1.0,1.0,1.0,1.74,0.0008699999999999999
2024-03-02,SEG-017,Traction/OHE,0.00055,0,1,15,Medium,Medium,0,1.0,1.0,1.0,1.5,1.5,0.000825
2024-03-02,SEG-018,Traction/OHE,0.00055,0,0,46,High,High,0,1.0,1.0,2.0,1.0,4.53125,0.0024921874999999996
2024-03-02,SEG-019,Track,0.0007,0,0,15,Medium,Low,0,1.0,1.0,1.0,1.0,0.9,0.00063
2024-03-02,SEG-020,Track,0.0007,0,0,35,Medium,Medium,0,1.0,1.0,1.0,1.0,1.45,0.001015
2024-03-02,SEG-021,S&T,0.0005,0,0,19,High,Medium,0,1.0,1.0,1.0,1.0,1.0,0.0005
2024-03-02,SEG-022,S&T,0.0005,0,0,20,High,Medium,0,1.0,1.0,1.0,1.0,1.0,0.0005
2024-03-02,SEG-023,Traction/OHE,0.00055,0,0,8,Medium,Low,0,1.0,1.0,1.0,1.0,0.9,0.000495
2024-03-02,SEG-024,Traction/OHE,0.00055,0,1,27,Low,Medium,0,1.0,1.0,1.0,1.5,1.5,0.000825
2024-03-02,SEG-025,Track,0.0007,0,0,12,Medium,Low,0,1.0,1.0,1.0,1.0,1.125,0.0007875
2024-03-02,SEG-026,Track,0.0007,0,0,18,Low,Medium,0,1.0,1.0,1.0,1.0,1.2,0.0008399999999999999
2024-03-02,SEG-027,S&T,0.0005,0,0,20,Medium,Medium,0,1.0,1.0,1.0,1.0,1.0,0.0005
2024-03-02,SEG-028,S&T,0.0005,0,0,36,Medium,Low,0,1.0,1.0,1.0,1.0,1.305,0.0006525
2024-03-02,SEG-029,Traction/OHE,0.00055,0,0,22,Low,Low,0,1.0,1.0,1.0,1.0,0.9,0.000495
2024-03-02,SEG-030,Traction/OHE,0.00055,0,0,29,Low,Medium,0,1.0,1.0,1.0,1.0,1.0,0.00055
2024-03-02,SEG-031,Track,0.0007,0,1,44,Medium,Medium,0,1.0,1.0,1.0,1.5,2.175,0.0015225
2024-03-02,SEG-032,Track,0.0007,0,1,35,Low,High,0,1.0,1.0,1.0,1.5,2.71875,0.0019031250000000003
2024-03-02,SEG-033,S&T,0.0005,0,0,14,Low,High,0,1.0,1.0,1.0,1.0,1.25,0.000625
2024-03-02,SEG-034,S&T,0.0005,0,0,42,Low,Low,0,1.0,1.0,1.0,1.0,1.305,0.0006525
2024-03-02,SEG-035,Traction/OHE,0.00055,0,0,36,Medium,Low,0,1.0,1.0,1.0,1.0,1.9575,0.001076625
2024-03-02,SEG-036,Traction/OHE,0.00055,0,0,8,Low,High,0,1.0,1.0,1.0,1.0,1.875,0.00103125
2024-03-02,SEG-037,Track,0.0007,0,0,21,Low,Low,0,1.0,1.0,1.0,1.0,1.35,0.000945
2024-03-02,SEG-038,Track,0.0007,0,0,37,High,Medium,0,1.0,1.0,2.0,1.0,2.9,0.00203
2024-03-02,SEG-039,S&T,0.0005,0,0,39,Medium,High,0,1.0,1.0,1.0,1.0,1.8125,0.0009062499999999999
2024-03-02,SEG-040,S&T,0.0005,0,0,28,High,Medium,0,1.0,1.0,1.0,1.0,1.0,0.0005
2024-03-02,SEG-041,Traction/OHE,0.00055,0,0,40,Medium,Medium,0,1.0,1.0,1.0,1.0,1.45,0.0007975
2024-03-02,SEG-042,Traction/OHE,0.00055,0,0,15,Low,Medium,0,1.0,1.0,1.0,1.0,1.25,0.0006875000000000001
2024-03-02,SEG-043,Track,0.0007,0,0,45,Medium,Low,0,1.0,1.0,1.0,1.0,1.305,0.0009135
2024-03-02,SEG-044,Track,0.0007,0,0,24,Medium,Low,0,1.0,1.0,1.0,1.0,0.9,0.00063
2024-03-02,SEG-045,S&T,0.0005,0,0,12,Low,Medium,0,1.0,1.0,1.0,1.0,1.0,0.0005
2024-03-02,SEG-046,S&T,0.0005,0,0,40,High,High,0,1.0,1.0,2.0,1.0,4.35,0.002175
